caseId,stratum,machineDecision,machineConfidence,evidenceStatus,evidenceLabel,evidenceType,evidence,reviewer,source,sourceId,sourceName,sourceCategory,candidateId,candidateName,candidateCategory,distanceMeters,humanLabel,humanReviewer,humanEvidenceReference,humanNotes
DUPLICATE:overture:51883a80-ecdf-4629-be47-212f99451c6e:overture:7d57d2e9-f290-4ce6-bef1-4184fc02bda9,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84702929488""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:51883a80-ecdf-4629-be47-212f99451c6e,Điện lạnh N&TRAN,hvac,overture:7d57d2e9-f290-4ce6-bef1-4184fc02bda9,Vân bún riêu cua hà nội,restaurant,25.68,,,,
DUPLICATE:overture:54b5ed8f-8c48-4a8a-874d-13659997e47c:overture:79493877-81e3-4b24-98e5-d78bbd60c8f6,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84911304079""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:54b5ed8f-8c48-4a8a-874d-13659997e47c,Du Lịch Thái Lan- Khởi Hành Đà Nẵng,travel,overture:79493877-81e3-4b24-98e5-d78bbd60c8f6,havabeach travel,sightseeing,17.83,,,,
DUPLICATE:overture:58f09697-12d6-4518-8c6b-7aeb7fb040db:overture:9b067a61-68b6-4b9d-b114-7e2e405b0419,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+842363621371""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:58f09697-12d6-4518-8c6b-7aeb7fb040db,Ngân Hàng TMCP Các Doanh Nghiệp Ngoài Quốc Doanh Việt Nam,credit,overture:9b067a61-68b6-4b9d-b114-7e2e405b0419,VPBank Nui Thanh,bank,24.74,,,,
DUPLICATE:overture:5f1487fb-8bf8-48bf-9cfa-a2910749407a:overture:f023c7cf-1c62-424b-a221-0243b032d6d5,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84905834420""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:5f1487fb-8bf8-48bf-9cfa-a2910749407a,ieltstutor.vn - Chấm bài IELTS Writing Speaking online hàng đầu Việt Nam,education,overture:f023c7cf-1c62-424b-a221-0243b032d6d5,Pham Nguyen,education,0,,,,
DUPLICATE:overture:762c2386-af68-4018-bdd6-14009c10a215:overture:873489b1-24cc-4a51-a9a6-2f7141f5a4f0,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84912927252""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:762c2386-af68-4018-bdd6-14009c10a215,Nội thất ô tô Đà Nẵng - Auto 247,furniture,overture:873489b1-24cc-4a51-a9a6-2f7141f5a4f0,Xe chuyên dụng,automotive,24.98,,,,
DUPLICATE:overture:76959095-1006-462a-bb54-7013b1739c5c:overture:c0612555-8bf4-47e8-b1d3-7f16326118dd,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84989982955""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:76959095-1006-462a-bb54-7013b1739c5c,Hội Phát Triển Sáng Tạo Thành Phố Đà Nẵng,community,overture:c0612555-8bf4-47e8-b1d3-7f16326118dd,Ncloudvn - Hỗ Trợ & Chia Sẻ,information,7.99,,,,
DUPLICATE:overture:78266bf5-fb22-4288-9116-913d9d2706eb:overture:e30890f4-3955-4eaa-88b4-ea58b476129d,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84935550178""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:78266bf5-fb22-4288-9116-913d9d2706eb,In Ấn Đà Nẵng,sign,overture:e30890f4-3955-4eaa-88b4-ea58b476129d,Cty TNHH In An Trieu Dang,screen,6.32,,,,
DUPLICATE:overture:7dbef968-b4b8-4427-bfc5-f46dd748cdba:overture:b67b2d3d-72d0-4d89-8101-89b08282fcdc,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84919616961""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:7dbef968-b4b8-4427-bfc5-f46dd748cdba,"Sản phẩm chăm sóc tóc chính hãng, Thuốc uốn tóc Romacy Trảng Bom",beauty,overture:b67b2d3d-72d0-4d89-8101-89b08282fcdc,"Tóc nhuộm màu vàng cam,Thuốc nhuộm tóc giá rẻ - Mỹ phẩm tóc Lodia",beauty,61.31,,,,
DUPLICATE:overture:8088205d-e799-41ad-ae47-dc2d34854582:overture:af4306d0-87a5-4b4e-b08b-87a9bf6b9c94,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84924554599""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:8088205d-e799-41ad-ae47-dc2d34854582,Hoàng - Harley Đà Nẵng,motorsports,overture:af4306d0-87a5-4b4e-b08b-87a9bf6b9c94,Cafe Lốp,cafe,103.87,,,,
DUPLICATE:overture:813929f4-ea55-4b2c-938d-c57b6247e95d:overture:f5321eeb-d90e-4349-bf4e-6fb52d96505f,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84905590435""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:813929f4-ea55-4b2c-938d-c57b6247e95d,Cung cấp bình nóng lạnh Ariston tại Đà Nẵng : 02363.505.717,unknown,overture:f5321eeb-d90e-4349-bf4e-6fb52d96505f,Chống Thấm Thành Tín Đà Nẵng,event,26.74,,,,
DUPLICATE:overture:871e544c-2433-4d73-8d4e-9b665378e04f:overture:e06e3aaa-e987-4b6b-b050-8ce04fcad892,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84844797456""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:871e544c-2433-4d73-8d4e-9b665378e04f,Sunny Kids,professional,overture:e06e3aaa-e987-4b6b-b050-8ce04fcad892,BEAT FIT - Chuỗi phòng tập thông minh Tăng Giảm cân khoa học,gym,0.67,,,,
DUPLICATE:overture:8fbae7f4-5c82-4282-b041-35ed66dc1377:overture:e20f9fc4-e980-4dd9-86ce-9ee2bca6f10c,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84935495186""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:8fbae7f4-5c82-4282-b041-35ed66dc1377,Công Ty Diệt Mối Tận Gốc Tại Đà Nẵng,pest,overture:e20f9fc4-e980-4dd9-86ce-9ee2bca6f10c,Công Ty Phun Côn Trùng Tại Đà Nẵng,unknown,0,,,,
DUPLICATE:overture:91316393-6798-4362-a610-9ea171910d74:overture:f23a7fab-e07c-4542-95e5-caa4d51a25a7,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84934891746""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:91316393-6798-4362-a610-9ea171910d74,Biệt thự X2 Hội An - X2 Hoi An Villa Sales,real,overture:f23a7fab-e07c-4542-95e5-caa4d51a25a7,CVR,real,5.37,,,,
DUPLICATE:overture:953c4775-d645-45a6-88c3-98231f053cde:overture:9beb3488-2278-4d98-bd0c-5bc11d5f2f52,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84935447749""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:953c4775-d645-45a6-88c3-98231f053cde,"Cờ lưu niệm, In cờ lưu niệm, Cờ lưu niệm bóng đá",screen,overture:9beb3488-2278-4d98-bd0c-5bc11d5f2f52,In Tem Nhãn Dán Decal Đà Nẵng,business,106.65,,,,
DUPLICATE:overture:a0cfb8a2-faf6-4198-9ac0-289054383bcf:overture:f12084c3-6a92-4e97-a247-0696a8665d22,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84929288368""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:a0cfb8a2-faf6-4198-9ac0-289054383bcf,COWI MEDIA,web,overture:f12084c3-6a92-4e97-a247-0696a8665d22,Vũ Trụ AI,unknown,34.88,,,,
DUPLICATE:overture:a37e2815-96cb-445b-b918-d2db18634959:overture:d1c9968d-c371-47b5-a6ba-4416c7007cdf,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84963933828""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:a37e2815-96cb-445b-b918-d2db18634959,Khách sạn tại Đà Nẵng,accommodation,overture:d1c9968d-c371-47b5-a6ba-4416c7007cdf,Công ty Sự kiện và Teambuilding Đà Nẵng,unknown,116.39,,,,
DUPLICATE:overture:a7cfc3c8-3d3f-442d-b5b2-872af465c7e9:overture:c066a181-d291-4f82-8842-f5ea256fa0c9,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84901912377""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:a7cfc3c8-3d3f-442d-b5b2-872af465c7e9,Trà sữa niên hoa 年华,cafe,overture:c066a181-d291-4f82-8842-f5ea256fa0c9,Yuan.thetwosisters,shopping,148.97,,,,
DUPLICATE:overture:d00d85f8-993a-4596-b89c-f499b166cddc:overture:f002e086-952c-4bc9-9a65-679e626bc371,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84857999986""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:d00d85f8-993a-4596-b89c-f499b166cddc,Kiên Ballad - Pickleball Coach,cafe,overture:f002e086-952c-4bc9-9a65-679e626bc371,Phun Xăm Mày Môi Mí Đà Nẵng - Luna Beauty,beauty,0.46,,,,
DUPLICATE:overture:dbda7f9c-d6ed-4b34-b360-454e651712f3:overture:e12e4fca-ad01-49a6-84d3-3a217e572d32,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84943712098""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:dbda7f9c-d6ed-4b34-b360-454e651712f3,Shop Thể Hình Đà Nẵng,vitamins,overture:e12e4fca-ad01-49a6-84d3-3a217e572d32,Yến mạch Quaker Oats Đà Nẵng,vitamins,3.13,,,,
DUPLICATE:overture:de61002f-fb6c-43e6-8d07-12c192d32b9e:overture:e36518ee-5519-4136-93ad-189c77dee4fd,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84949781201""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:de61002f-fb6c-43e6-8d07-12c192d32b9e,Đai Nịt Bụng Latex Cao Su Non 25 Xương Chính Hãng Đà Nẵng,beauty,overture:e36518ee-5519-4136-93ad-189c77dee4fd,Ủ Nóng Tan Mỡ Slimmingbody SB2,spas,35.65,,,,
DUPLICATE:overture:e6aa1c01-5a2f-4d19-9fc5-5ceff9a1e2d4:overture:f5d4ad57-bf33-4999-926b-dd1f5452d75e,SOURCE_DUPLICATE,SOURCE_DUPLICATE,0.98,EVIDENCE_SUPPORTED,DUPLICATE_SAME_PLACE,EXACT_PHONE_LINKAGE,"[""phone=+84905777197""]",STAGE4I_STRUCTURED_EVIDENCE_V1,overture,overture:e6aa1c01-5a2f-4d19-9fc5-5ceff9a1e2d4,Đầu Dò Wireless,health,overture:f5d4ad57-bf33-4999-926b-dd1f5452d75e,Công Ty Thiết Bị Y Tế CX,professional,20.27,,,,
MATCH:osm:osm:node:12372805701,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9979,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:12372805701,Gé Cafe,cafe,google_maps_1915,Gé Cafe,cafe,5.25,,,,
MATCH:osm:osm:node:12839895647,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9979,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:12839895647,Torino,bakery,google_maps_1792,Torino Bakery,bakery,5.23,,,,
MATCH:osm:osm:node:12860787925,AMBIGUOUS,AMBIGUOUS,0.8877,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:12860787925,Tian Patisserie,cafe,google_maps_87,TIAN PATISSERIE,bakery,33.33,,,,
MATCH:osm:osm:node:13724982801,NEW_CANDIDATE,NEW_CANDIDATE,0.4055,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:13724982801,Bia Nhà Taproom (Cơ sở 2 của Xưởng bia thủ công Bia Nhà),bar,google_maps_2185,Leaf.tea and Coffee - Cơ Sở 2 - Trà Sữa Pha Máy + Nguyên Lá,cafe,130.73,,,,
MATCH:osm:osm:node:13964372302,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.997,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:13964372302,KIN Cafe & Homebakes,cafe,google_maps_1746,KIN Cafe & Homebakes,cafe,7.59,,,,
MATCH:osm:osm:node:4352241993,PROBABLE_MATCH,PROBABLE_MATCH,0.7978,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:4352241993,Nha Hang Dong Duong,restaurant,google_maps_2553,Nhà hàng Đông Dương - Dong Duong Restaurant,restaurant,22.11,,,,
MATCH:osm:osm:node:5684863921,PROBABLE_MATCH,PROBABLE_MATCH,0.8444,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:5684863921,phì lũ,restaurant,google_maps_1873,Nhà Hàng Phì Lũ 1,restaurant,26.49,,,,
MATCH:osm:osm:node:5762586057,NEW_CANDIDATE,NEW_CANDIDATE,0.2595,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:5762586057,cô Bi,convenience,google_maps_2495,Le Cap Café,cafe,93,,,,
MATCH:osm:osm:node:5947469394,PROBABLE_MATCH,PROBABLE_MATCH,0.9279,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:5947469394,bun cha ha noi 58 Thái phien,restaurant,foody_32,Bún Chả Hà Nội - Thái Phiên,restaurant,24.91,,,,
MATCH:osm:osm:node:6151186386,AMBIGUOUS,AMBIGUOUS,0.9351,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:6151186386,Hải sản Năm Đảnh,restaurant,google_maps_2225,Hải sản Năm Đảnh,restaurant,162.15,,,,
MATCH:osm:osm:node:6151202685,PROBABLE_MATCH,PROBABLE_MATCH,0.7891,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:6151202685,Chè Xuân Trang,restaurant,foody_152,Chè Xuân Trang - Lê Duẩn,restaurant,0,,,,
MATCH:osm:osm:node:6570781698,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9988,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:6570781698,Đồng Tiến Bakery,bakery,google_maps_1058,Đồng Tiến Bakery,bakery,3.04,,,,
MATCH:osm:osm:node:7105401487,PROBABLE_MATCH,PROBABLE_MATCH,0.8493,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:node:7105401487,Bún Xương,restaurant,google_maps_1995,Quán Bún xương 89,restaurant,14.26,,,,
MATCH:osm:osm:way:1463170014,PROBABLE_MATCH,PROBABLE_MATCH,0.8513,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:way:1463170014,Nhà Bếp Xưa,restaurant,google_maps_1695,Nhà Bếp Xưa Restaurant,restaurant,9.25,,,,
MATCH:osm:osm:way:1541277103,PROBABLE_MATCH,PROBABLE_MATCH,0.902,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,osm,osm:way:1541277103,COM NHA CO NGA,restaurant,google_maps_493,CƠM NHÀ CÔ BA,restaurant,37.98,,,,
MATCH:overture:overture:022cd10d-61c2-4a70-b9b6-1954389bbdf2,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9944,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:022cd10d-61c2-4a70-b9b6-1954389bbdf2,Ikigai Cafe,cafe,google_maps_2392,IKIGAI CAFE,cafe,14.07,,,,
MATCH:overture:overture:026210be-c6d0-46a7-a77c-d1aa673f20d0,AMBIGUOUS,AMBIGUOUS,0.9692,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:026210be-c6d0-46a7-a77c-d1aa673f20d0,Đồng Thạnh Bakery,bakery,google_maps_1189,Đồng Thạnh Bakery,bakery,76.97,,,,
MATCH:overture:overture:045a672a-fa78-4aa3-90d9-781acbeb0691,PROBABLE_MATCH,PROBABLE_MATCH,0.9765,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:045a672a-fa78-4aa3-90d9-781acbeb0691,Ngon Da Nang - Vietnamese Cuisine Restaurant,restaurant,google_maps_2700,NGON DA NANG - VIETNAMESE CUISINE RESTAURANT,restaurant,58.67,,,,
MATCH:overture:overture:06566950-f505-4927-9943-4f659497de80,NEW_CANDIDATE,NEW_CANDIDATE,0.4394,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:06566950-f505-4927-9943-4f659497de80,Bột Bắp Tea & Coffee,cafe,google_maps_97,Burn Dee - Thai Fast Food & Desserts,restaurant,66.6,,,,
MATCH:overture:overture:07252129-6e78-4fea-bd39-9855a1e5484b,PROBABLE_MATCH,PROBABLE_MATCH,0.6437,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:07252129-6e78-4fea-bd39-9855a1e5484b,Bánh Mì Đà Thành,restaurant,google_maps_1284,Bánh mì Đồng Tiến,bakery,131.41,,,,
MATCH:overture:overture:07d8fa8e-1da4-4cc7-8dab-48747363895b,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9925,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:07d8fa8e-1da4-4cc7-8dab-48747363895b,Nhà hàng Cheong Hae Susan,restaurant,google_maps_1709,Nhà hàng Cheong Hae Susan,restaurant,18.7,,,,
MATCH:overture:overture:0934b937-b13c-413e-abe8-cb79e69b60b7,PROBABLE_MATCH,PROBABLE_MATCH,0.929,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:0934b937-b13c-413e-abe8-cb79e69b60b7,Cà phê Mơn Man,cafe,google_maps_4375,Cà phê Mơn Man,cafe,177.53,,,,
MATCH:overture:overture:0bfaa51c-2b71-4ebe-91b6-878a40c017d4,NEW_CANDIDATE,NEW_CANDIDATE,0.3382,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:0bfaa51c-2b71-4ebe-91b6-878a40c017d4,Tổng Công Ty Cổ Phần Dệt May Hòa Thọ Siêu Thị Mini Hòa Thọ,grocery,google_maps_4459,"Bún mắm, ram cuốn cải - LOGO FOODS (Bình Thái 1)",restaurant,54.39,,,,
MATCH:overture:overture:0e0a8cf0-e20d-4282-b160-d7c6c7793798,NEW_CANDIDATE,NEW_CANDIDATE,0.4872,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:0e0a8cf0-e20d-4282-b160-d7c6c7793798,Quán Cafe Thiện Thảo,cafe,google_maps_1300,Milky Way Trà Sữa - Ăn Vặt,cafe,13.27,,,,
MATCH:overture:overture:0eb99541-65d8-4850-a6f7-83c9c883eb2e,AMBIGUOUS,AMBIGUOUS,0.8868,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:0eb99541-65d8-4850-a6f7-83c9c883eb2e,Trà Sữa Yen Yen - Đà Nẵng,restaurant,google_maps_610,Trà Sữa Yen Yen,cafe,35.56,,,,
MATCH:overture:overture:0f93f2ca-29e9-43b1-af25-bd8bbf3e3bc5,NEW_CANDIDATE,NEW_CANDIDATE,0,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:0f93f2ca-29e9-43b1-af25-bd8bbf3e3bc5,Hồ Bình - Nhà Hàng & Du Lịch Sinh Thái,restaurant,,,,,,,,
MATCH:overture:overture:0f9de68d-d7cb-44d8-8ba1-e84461857370,NEW_CANDIDATE,NEW_CANDIDATE,0.2125,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:0f9de68d-d7cb-44d8-8ba1-e84461857370,GoSeeDo Da Nang,travel,google_maps_4825,Quán Hải sản Bà Tám,restaurant,72.21,,,,
MATCH:overture:overture:106a26bc-8ac3-48dd-bcbb-bd8c4547795a,NEW_CANDIDATE,NEW_CANDIDATE,0.2882,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:106a26bc-8ac3-48dd-bcbb-bd8c4547795a,4R Juicy,bar,google_maps_4404,Beer Bo Bếu,restaurant,43.12,,,,
MATCH:overture:overture:10a4077b-576b-4604-b475-0014e5d44191,HIGH_CONFIDENCE_MATCH,HIGH_CONFIDENCE_MATCH,0.9878,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:10a4077b-576b-4604-b475-0014e5d44191,Thor Food,restaurant,google_maps_2460,Thor Food,restaurant,30.41,,,,
MATCH:overture:overture:1123d891-9d03-4072-9286-0899f57e4769,PROBABLE_MATCH,PROBABLE_MATCH,0.9148,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:1123d891-9d03-4072-9286-0899f57e4769,Lẩu Cua Long,restaurant,google_maps_5003,Lẩu Cua Long,restaurant,213.06,,,,
MATCH:overture:overture:129409b4-ff8c-4efc-adfc-aaed02a4e429,PROBABLE_MATCH,PROBABLE_MATCH,0.9292,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:129409b4-ff8c-4efc-adfc-aaed02a4e429,Trà sữa Má Chang,cafe,google_maps_1026,Trà sữa Má Chang,cafe,176.88,,,,
MATCH:overture:overture:129a6cbc-0820-409b-91cd-a4caabc34c2f,NEW_CANDIDATE,NEW_CANDIDATE,0.5831,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:129a6cbc-0820-409b-91cd-a4caabc34c2f,Cafe Phương Duyên,cafe,google_maps_1417,Café Hùng Mạnh,cafe,196.35,,,,
MATCH:overture:overture:132e83b8-2b92-406e-a554-11c95f88acee,NEW_CANDIDATE,NEW_CANDIDATE,0.2745,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:132e83b8-2b92-406e-a554-11c95f88acee,Su Shop Kids - 333 Yên Thế,shoe,google_maps_1164,Quán Ăn Mến Lộc,restaurant,55.39,,,,
MATCH:overture:overture:143ce083-a77d-409e-8d27-91910130899f,NEW_CANDIDATE,NEW_CANDIDATE,0.2945,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:143ce083-a77d-409e-8d27-91910130899f,CÔNg Ty Tnhh Tm & Xd PhÚC NguyÊN Gia,construction,google_maps_4775,Cơm tấm Sài Gòn cơ sở 2,restaurant,107.17,,,,
MATCH:overture:overture:14a1df51-378c-4133-935d-02f04eb7cbe1,AMBIGUOUS,AMBIGUOUS,0.9729,MACHINE_SUGGESTED,UNCERTAIN,INSUFFICIENT_INDEPENDENT_EVIDENCE,[],PENDING_HUMAN_REVIEW,overture,overture:14a1df51-378c-4133-935d-02f04eb7cbe1,Cơm Gà Lương Tâm,restaurant,google_maps_903,Cơm Gà Lương Tâm,restaurant,67.85,,,,
